edition,edition_id,country_noc,sport,event,medal,gold,silver,bronze,total,year,country
2000 Summer Olympics,25,KAZ,Athletics,"100 metres Hurdles, Women",Gold,1.0,0.0,0.0,1.0,2000,Kazakhstan
2000 Summer Olympics,25,KAZ,Boxing,"Featherweight, Men",Gold,1.0,0.0,0.0,1.0,2000,Kazakhstan
2000 Summer Olympics,25,KAZ,Boxing,"Flyweight, Men",Silver,0.0,1.0,0.0,1.0,2000,Kazakhstan
2000 Summer Olympics,25,KAZ,Boxing,"Light-Middleweight, Men",Gold,1.0,0.0,0.0,1.0,2000,Kazakhstan
2000 Summer Olympics,25,KAZ,Boxing,"Super-Heavyweight, Men",Silver,0.0,1.0,0.0,1.0,2000,Kazakhstan
2000 Summer Olympics,25,KAZ,Cycling Road,"Road Race, Individual, Men",Silver,0.0,1.0,0.0,1.0,2000,Kazakhstan
2000 Summer Olympics,25,KAZ,Wrestling,"Heavyweight, Freestyle, Men",Silver,0.0,1.0,0.0,1.0,2000,Kazakhstan
2000 Summer Olympics,25,KEN,Athletics,"1,500 metres, Men",Bronze,0.0,0.0,1.0,1.0,2000,Kenya
2000 Summer Olympics,25,KEN,Athletics,"1,500 metres, Men",Gold,1.0,0.0,0.0,1.0,2000,Kenya
2000 Summer Olympics,25,KEN,Athletics,"10,000 metres, Men",Silver,0.0,1.0,0.0,1.0,2000,Kenya
2000 Summer Olympics,25,KEN,Athletics,"3,000 metres Steeplechase, Men",Silver,0.0,1.0,0.0,1.0,2000,Kenya
2000 Summer Olympics,25,KEN,Athletics,"3,000 metres Steeplechase, Men",Gold,1.0,0.0,0.0,1.0,2000,Kenya
2000 Summer Olympics,25,KEN,Athletics,"Marathon, Men",Silver,0.0,1.0,0.0,1.0,2000,Kenya
2000 Summer Olympics,25,KEN,Athletics,"Marathon, Women",Bronze,0.0,0.0,1.0,1.0,2000,Kenya
2000 Summer Olympics,25,KGZ,Judo,"Extra-Lightweight, Men",Bronze,0.0,0.0,1.0,1.0,2000,Kyrgyzstan
2000 Summer Olympics,25,KOR,Archery,"Individual, Women",Silver,0.0,1.0,0.0,1.0,2000,Republic of Korea
2000 Summer Olympics,25,KOR,Archery,"Individual, Women",Bronze,0.0,0.0,1.0,1.0,2000,Republic of Korea
2000 Summer Olympics,25,KOR,Archery,"Individual, Women",Gold,1.0,0.0,0.0,1.0,2000,Republic of Korea
2000 Summer Olympics,25,KOR,Archery,"Team, Men",Gold,1.0,0.0,0.0,1.0,2000,Republic of Korea
2000 Summer Olympics,25,KOR,Archery,"Team, Women",Gold,1.0,0.0,0.0,1.0,2000,Republic of Korea
2000 Summer Olympics,25,KOR,Artistic Gymnastics,"Horizontal Bar, Men",Bronze,0.0,0.0,1.0,1.0,2000,Republic of Korea
2000 Summer Olympics,25,KOR,Artistic Gymnastics,"Parallel Bars, Men",Silver,0.0,1.0,0.0,1.0,2000,Republic of Korea
2000 Summer Olympics,25,KOR,Badminton,"Doubles, Men",Silver,0.0,1.0,0.0,1.0,2000,Republic of Korea
2000 Summer Olympics,25,KOR,Badminton,"Doubles, Men",Bronze,0.0,0.0,1.0,1.0,2000,Republic of Korea
2000 Summer Olympics,25,KOR,Baseball,"Baseball, Men",Bronze,0.0,0.0,1.0,1.0,2000,Republic of Korea
2000 Summer Olympics,25,KOR,Fencing,"Foil, Individual, Men",Gold,1.0,0.0,0.0,1.0,2000,Republic of Korea
2000 Summer Olympics,25,KOR,Fencing,"Épée, Individual, Men",Bronze,0.0,0.0,1.0,1.0,2000,Republic of Korea
2000 Summer Olympics,25,KOR,Hockey,"Hockey, Men",Silver,0.0,1.0,0.0,1.0,2000,Republic of Korea
2000 Summer Olympics,25,KOR,Judo,"Extra-Lightweight, Men",Silver,0.0,1.0,0.0,1.0,2000,Republic of Korea
2000 Summer Olympics,25,KOR,Judo,"Half-Middleweight, Men",Silver,0.0,1.0,0.0,1.0,2000,Republic of Korea
2000 Summer Olympics,25,KOR,Judo,"Half-Middleweight, Women",Bronze,0.0,0.0,1.0,1.0,2000,Republic of Korea
2000 Summer Olympics,25,KOR,Judo,"Heavyweight, Women",Bronze,0.0,0.0,1.0,1.0,2000,Republic of Korea
2000 Summer Olympics,25,KOR,Judo,"Middleweight, Women",Bronze,0.0,0.0,1.0,1.0,2000,Republic of Korea
2000 Summer Olympics,25,KOR,Shooting,"Air Rifle, 10 metres, Women",Silver,0.0,1.0,0.0,1.0,2000,Republic of Korea
2000 Summer Olympics,25,KOR,Table Tennis,"Doubles, Women",Bronze,0.0,0.0,1.0,1.0,2000,Republic of Korea
2000 Summer Olympics,25,KOR,Taekwondo,"Featherweight, Men",Silver,0.0,1.0,0.0,1.0,2000,Republic of Korea
2000 Summer Olympics,25,KOR,Taekwondo,"Featherweight, Women",Gold,1.0,0.0,0.0,1.0,2000,Republic of Korea
2000 Summer Olympics,25,KOR,Taekwondo,"Heavyweight, Men",Gold,1.0,0.0,0.0,1.0,2000,Republic of Korea
2000 Summer Olympics,25,KOR,Taekwondo,"Welterweight, Women",Gold,1.0,0.0,0.0,1.0,2000,Republic of Korea
2000 Summer Olympics,25,KOR,Wrestling,"Bantamweight, Greco-Roman, Men",Gold,1.0,0.0,0.0,1.0,2000,Republic of Korea
2000 Summer Olympics,25,KOR,Wrestling,"Featherweight, Greco-Roman, Men",Silver,0.0,1.0,0.0,1.0,2000,Republic of Korea
2000 Summer Olympics,25,KOR,Wrestling,"Lightweight, Freestyle, Men",Bronze,0.0,0.0,1.0,1.0,2000,Republic of Korea
2000 Summer Olympics,25,KOR,Wrestling,"Middleweight, Freestyle, Men",Silver,0.0,1.0,0.0,1.0,2000,Republic of Korea
2000 Summer Olympics,25,KSA,Athletics,"400 metres Hurdles, Men",Silver,0.0,1.0,0.0,1.0,2000,Kingdom of Saudi Arabia
2000 Summer Olympics,25,KSA,Equestrian Jumping,"Individual, Open",Bronze,0.0,0.0,1.0,1.0,2000,Kingdom of Saudi Arabia
2000 Summer Olympics,25,KUW,Shooting,"Double Trap, Men",Bronze,0.0,0.0,1.0,1.0,2000,Kuwait
2000 Summer Olympics,25,LAT,Artistic Gymnastics,"Floor Exercise, Men",Gold,1.0,0.0,0.0,1.0,2000,Latvia
2000 Summer Olympics,25,LAT,Athletics,"50 kilometres Race Walk, Men",Silver,0.0,1.0,0.0,1.0,2000,Latvia
2000 Summer Olympics,25,LAT,Judo,"Lightweight, Men",Bronze,0.0,0.0,1.0,1.0,2000,Latvia
2000 Summer Olympics,25,LTU,Athletics,"Discus Throw, Men",Gold,1.0,0.0,0.0,1.0,2000,Lithuania
2000 Summer Olympics,25,LTU,Basketball,"Basketball, Men",Bronze,0.0,0.0,1.0,1.0,2000,Lithuania
2000 Summer Olympics,25,LTU,Cycling Road,"Road Race, Individual, Women",Bronze,0.0,0.0,1.0,1.0,2000,Lithuania
2000 Summer Olympics,25,LTU,Rowing,"Double Sculls, Women",Bronze,0.0,0.0,1.0,1.0,2000,Lithuania
2000 Summer Olympics,25,LTU,Shooting,"Trap, Women",Gold,1.0,0.0,0.0,1.0,2000,Lithuania
2000 Summer Olympics,25,MAR,Athletics,"1,500 metres, Men",Silver,0.0,1.0,0.0,1.0,2000,Morocco
2000 Summer Olympics,25,MAR,Athletics,"3,000 metres Steeplechase, Men",Bronze,0.0,0.0,1.0,1.0,2000,Morocco
2000 Summer Olympics,25,MAR,Athletics,"400 metres Hurdles, Women",Bronze,0.0,0.0,1.0,1.0,2000,Morocco
2000 Summer Olympics,25,MAR,Athletics,"5,000 metres, Men",Bronze,0.0,0.0,1.0,1.0,2000,Morocco
2000 Summer Olympics,25,MAR,Boxing,"Featherweight, Men",Bronze,0.0,0.0,1.0,1.0,2000,Morocco
2000 Summer Olympics,25,MDA,Boxing,"Welterweight, Men",Bronze,0.0,0.0,1.0,1.0,2000,Republic of Moldova
2000 Summer Olympics,25,MDA,Shooting,"Running Target, 10 metres, Men",Silver,0.0,1.0,0.0,1.0,2000,Republic of Moldova
2000 Summer Olympics,25,MEX,Athletics,"20 kilometres Race Walk, Men",Silver,0.0,1.0,0.0,1.0,2000,Mexico
2000 Summer Olympics,25,MEX,Athletics,"50 kilometres Race Walk, Men",Bronze,0.0,0.0,1.0,1.0,2000,Mexico
2000 Summer Olympics,25,MEX,Boxing,"Lightweight, Men",Bronze,0.0,0.0,1.0,1.0,2000,Mexico
2000 Summer Olympics,25,MEX,Diving,"Springboard, Men",Silver,0.0,1.0,0.0,1.0,2000,Mexico
2000 Summer Olympics,25,MEX,Taekwondo,"Welterweight, Men",Bronze,0.0,0.0,1.0,1.0,2000,Mexico
2000 Summer Olympics,25,MEX,Weightlifting,"Lightweight, Women",Gold,1.0,0.0,0.0,1.0,2000,Mexico
2000 Summer Olympics,25,MKD,Wrestling,"Light-Heavyweight, Freestyle, Men",Bronze,0.0,0.0,1.0,1.0,2000,North Macedonia
2000 Summer Olympics,25,MOZ,Athletics,"800 metres, Women",Gold,1.0,0.0,0.0,1.0,2000,Mozambique
2000 Summer Olympics,25,NED,Archery,"Individual, Men",Bronze,0.0,0.0,1.0,1.0,2000,Netherlands
2000 Summer Olympics,25,NED,Cycling Road,"Individual Time Trial, Women",Gold,1.0,0.0,0.0,1.0,2000,Netherlands
2000 Summer Olympics,25,NED,Cycling Road,"Road Race, Individual, Women",Gold,1.0,0.0,0.0,1.0,2000,Netherlands
2000 Summer Olympics,25,NED,Cycling Track,"Individual Pursuit, Women",Gold,1.0,0.0,0.0,1.0,2000,Netherlands
2000 Summer Olympics,25,NED,Cycling Track,"Points Race, Women",Silver,0.0,1.0,0.0,1.0,2000,Netherlands
2000 Summer Olympics,25,NED,Equestrian Dressage,"Individual, Open",Gold,1.0,0.0,0.0,1.0,2000,Netherlands
2000 Summer Olympics,25,NED,Equestrian Dressage,"Team, Open",Silver,0.0,1.0,0.0,1.0,2000,Netherlands
2000 Summer Olympics,25,NED,Equestrian Jumping,"Individual, Open",Silver,0.0,1.0,0.0,1.0,2000,Netherlands
2000 Summer Olympics,25,NED,Equestrian Jumping,"Individual, Open",Gold,1.0,0.0,0.0,1.0,2000,Netherlands
2000 Summer Olympics,25,NED,Hockey,"Hockey, Men",Gold,1.0,0.0,0.0,1.0,2000,Netherlands
2000 Summer Olympics,25,NED,Hockey,"Hockey, Women",Bronze,0.0,0.0,1.0,1.0,2000,Netherlands
2000 Summer Olympics,25,NED,Judo,"Middleweight, Men",Gold,1.0,0.0,0.0,1.0,2000,Netherlands
2000 Summer Olympics,25,NED,Rowing,"Double Sculls, Women",Silver,0.0,1.0,0.0,1.0,2000,Netherlands
2000 Summer Olympics,25,NED,Rowing,"Eights, Women",Silver,0.0,1.0,0.0,1.0,2000,Netherlands
2000 Summer Olympics,25,NED,Rowing,"Quadruple Sculls, Men",Silver,0.0,1.0,0.0,1.0,2000,Netherlands
2000 Summer Olympics,25,NED,Sailing,"One Person Dinghy, Women",Silver,0.0,1.0,0.0,1.0,2000,Netherlands
2000 Summer Olympics,25,NED,Swimming,"100 metres Butterfly, Women",Gold,1.0,0.0,0.0,1.0,2000,Netherlands
2000 Summer Olympics,25,NED,Swimming,"100 metres Freestyle, Men",Gold,1.0,0.0,0.0,1.0,2000,Netherlands
2000 Summer Olympics,25,NED,Swimming,"100 metres Freestyle, Women",Gold,1.0,0.0,0.0,1.0,2000,Netherlands
2000 Summer Olympics,25,NED,Swimming,"200 metres Freestyle, Men",Gold,1.0,0.0,0.0,1.0,2000,Netherlands
2000 Summer Olympics,25,NED,Swimming,"4 × 100 metres Freestyle Relay, Women",Silver,0.0,1.0,0.0,1.0,2000,Netherlands
2000 Summer Olympics,25,NED,Swimming,"4 × 200 metres Freestyle Relay, Men",Bronze,0.0,0.0,1.0,1.0,2000,Netherlands
2000 Summer Olympics,25,NED,Swimming,"50 metres Freestyle, Men",Bronze,0.0,0.0,1.0,1.0,2000,Netherlands
2000 Summer Olympics,25,NED,Swimming,"50 metres Freestyle, Women",Gold,1.0,0.0,0.0,1.0,2000,Netherlands
2000 Summer Olympics,25,NED,Tennis,"Doubles, Women",Silver,0.0,1.0,0.0,1.0,2000,Netherlands
2000 Summer Olympics,25,NGR,Athletics,"100 metres Hurdles, Women",Silver,0.0,1.0,0.0,1.0,2000,Nigeria
2000 Summer Olympics,25,NGR,Athletics,"4 × 400 metres Relay, Men",Gold,1.0,0.0,0.0,1.0,2000,Nigeria
2000 Summer Olympics,25,NGR,Weightlifting,"Heavyweight, Women",Silver,0.0,1.0,0.0,1.0,2000,Nigeria
2000 Summer Olympics,25,NOR,Athletics,"20 kilometres Race Walk, Women",Silver,0.0,1.0,0.0,1.0,2000,Norway
2000 Summer Olympics,25,NOR,Athletics,"Javelin Throw, Women",Gold,1.0,0.0,0.0,1.0,2000,Norway
2000 Summer Olympics,25,NOR,Canoe Sprint,"Kayak Singles, 1,000 metres, Men",Gold,1.0,0.0,0.0,1.0,2000,Norway
2000 Summer Olympics,25,NOR,Canoe Sprint,"Kayak Singles, 500 metres, Men",Gold,1.0,0.0,0.0,1.0,2000,Norway
2000 Summer Olympics,25,NOR,Football,"Football, Women",Gold,1.0,0.0,0.0,1.0,2000,Norway
2000 Summer Olympics,25,NOR,Handball,"Handball, Women",Bronze,0.0,0.0,1.0,1.0,2000,Norway
2000 Summer Olympics,25,NOR,Rowing,"Double Sculls, Men",Silver,0.0,1.0,0.0,1.0,2000,Norway
2000 Summer Olympics,25,NOR,Sailing,"Three Person Keelboat, Open",Bronze,0.0,0.0,1.0,1.0,2000,Norway
2000 Summer Olympics,25,NOR,Shooting,"Small-Bore Rifle, Three Positions, 50 metres, Men",Bronze,0.0,0.0,1.0,1.0,2000,Norway
2000 Summer Olympics,25,NOR,Taekwondo,"Welterweight, Women",Silver,0.0,1.0,0.0,1.0,2000,Norway
2000 Summer Olympics,25,NZL,Equestrian Eventing,"Individual, Open",Bronze,0.0,0.0,1.0,1.0,2000,New Zealand
2000 Summer Olympics,25,NZL,Rowing,"Single Sculls, Men",Gold,1.0,0.0,0.0,1.0,2000,New Zealand
2000 Summer Olympics,25,NZL,Sailing,"Windsurfer, Men",Bronze,0.0,0.0,1.0,1.0,2000,New Zealand
2000 Summer Olympics,25,NZL,Sailing,"Windsurfer, Women",Bronze,0.0,0.0,1.0,1.0,2000,New Zealand
2000 Summer Olympics,25,POL,Artistic Gymnastics,"Horse Vault, Men",Bronze,0.0,0.0,1.0,1.0,2000,Poland
2000 Summer Olympics,25,POL,Athletics,"20 kilometres Race Walk, Men",Gold,1.0,0.0,0.0,1.0,2000,Poland
2000 Summer Olympics,25,POL,Athletics,"50 kilometres Race Walk, Men",Gold,1.0,0.0,0.0,1.0,2000,Poland
2000 Summer Olympics,25,POL,Athletics,"Hammer Throw, Men",Gold,1.0,0.0,0.0,1.0,2000,Poland
2000 Summer Olympics,25,POL,Athletics,"Hammer Throw, Women",Gold,1.0,0.0,0.0,1.0,2000,Poland
2000 Summer Olympics,25,POL,Canoe Slalom,"Canadian Doubles, Slalom, Men",Silver,0.0,1.0,0.0,1.0,2000,Poland
2000 Summer Olympics,25,POL,Canoe Sprint,"Canadian Doubles, 500 metres, Men",Silver,0.0,1.0,0.0,1.0,2000,Poland
2000 Summer Olympics,25,POL,Canoe Sprint,"Kayak Doubles, 500 metres, Women",Bronze,0.0,0.0,1.0,1.0,2000,Poland
2000 Summer Olympics,25,POL,Canoe Sprint,"Kayak Fours, 1,000 metres, Men",Bronze,0.0,0.0,1.0,1.0,2000,Poland
2000 Summer Olympics,25,POL,Fencing,"Foil, Team, Women",Silver,0.0,1.0,0.0,1.0,2000,Poland
2000 Summer Olympics,25,POL,Rowing,"Lightweight Double Sculls, Men",Gold,1.0,0.0,0.0,1.0,2000,Poland
2000 Summer Olympics,25,POL,Shooting,"Small-Bore Rifle, Three Positions, 50 metres, Women",Gold,1.0,0.0,0.0,1.0,2000,Poland
2000 Summer Olympics,25,POL,Weightlifting,"Middle-Heavyweight, Men",Silver,0.0,1.0,0.0,1.0,2000,Poland
2000 Summer Olympics,25,POL,Weightlifting,"Super-Heavyweight, Women",Silver,0.0,1.0,0.0,1.0,2000,Poland
2000 Summer Olympics,25,POR,Athletics,"10,000 metres, Women",Bronze,0.0,0.0,1.0,1.0,2000,Portugal
2000 Summer Olympics,25,POR,Judo,"Half-Middleweight, Men",Bronze,0.0,0.0,1.0,1.0,2000,Portugal
2000 Summer Olympics,25,PRK,Boxing,"Light-Flyweight, Men",Bronze,0.0,0.0,1.0,1.0,2000,Democratic People's Republic of Korea
2000 Summer Olympics,25,PRK,Judo,"Half-Lightweight, Women",Bronze,0.0,0.0,1.0,1.0,2000,Democratic People's Republic of Korea
2000 Summer Olympics,25,PRK,Weightlifting,"Lightweight, Women",Silver,0.0,1.0,0.0,1.0,2000,Democratic People's Republic of Korea
2000 Summer Olympics,25,PRK,Wrestling,"Bantamweight, Greco-Roman, Men",Bronze,0.0,0.0,1.0,1.0,2000,Democratic People's Republic of Korea
2000 Summer Olympics,25,QAT,Weightlifting,"Heavyweight, Men",Bronze,0.0,0.0,1.0,1.0,2000,Qatar
2000 Summer Olympics,25,ROU,Artistic Gymnastics,"Floor Exercise, Women",Bronze,0.0,0.0,1.0,1.0,2000,Romania
2000 Summer Olympics,25,ROU,Artistic Gymnastics,"Horse Vault, Women",Silver,0.0,1.0,0.0,1.0,2000,Romania
2000 Summer Olympics,25,ROU,Artistic Gymnastics,"Individual All-Around, Women",Gold,1.0,0.0,0.0,1.0,2000,Romania
2000 Summer Olympics,25,ROU,Artistic Gymnastics,"Individual All-Around, Women",Silver,0.0,1.0,0.0,1.0,2000,Romania
2000 Summer Olympics,25,ROU,Artistic Gymnastics,"Pommelled Horse, Men",Gold,1.0,0.0,0.0,1.0,2000,Romania
2000 Summer Olympics,25,ROU,Artistic Gymnastics,"Team All-Around, Women",Gold,1.0,0.0,0.0,1.0,2000,Romania
2000 Summer Olympics,25,ROU,Athletics,"1,500 metres, Women",Silver,0.0,1.0,0.0,1.0,2000,Romania
2000 Summer Olympics,25,ROU,Athletics,"1,500 metres, Women",Bronze,0.0,0.0,1.0,1.0,2000,Romania
2000 Summer Olympics,25,ROU,Athletics,"5,000 metres, Women",Gold,1.0,0.0,0.0,1.0,2000,Romania
2000 Summer Olympics,25,ROU,Athletics,"High Jump, Women",Bronze,0.0,0.0,1.0,1.0,2000,Romania
2000 Summer Olympics,25,ROU,Athletics,"Marathon, Women",Silver,0.0,1.0,0.0,1.0,2000,Romania
2000 Summer Olympics,25,ROU,Boxing,"Light-Middleweight, Men",Silver,0.0,1.0,0.0,1.0,2000,Romania
2000 Summer Olympics,25,ROU,Boxing,"Welterweight, Men",Bronze,0.0,0.0,1.0,1.0,2000,Romania
2000 Summer Olympics,25,ROU,Canoe Sprint,"Canadian Doubles, 1,000 metres, Men",Gold,1.0,0.0,0.0,1.0,2000,Romania
2000 Summer Olympics,25,ROU,Canoe Sprint,"Canadian Doubles, 500 metres, Men",Bronze,0.0,0.0,1.0,1.0,2000,Romania
2000 Summer Olympics,25,ROU,Canoe Sprint,"Kayak Fours, 500 metres, Women",Bronze,0.0,0.0,1.0,1.0,2000,Romania
2000 Summer Olympics,25,ROU,Fencing,"Sabre, Individual, Men",Gold,1.0,0.0,0.0,1.0,2000,Romania
2000 Summer Olympics,25,ROU,Judo,"Half-Heavyweight, Women",Bronze,0.0,0.0,1.0,1.0,2000,Romania
2000 Summer Olympics,25,ROU,Rowing,"Coxless Pairs, Women",Gold,1.0,0.0,0.0,1.0,2000,Romania
2000 Summer Olympics,25,ROU,Rowing,"Eights, Women",Gold,1.0,0.0,0.0,1.0,2000,Romania
2000 Summer Olympics,25,ROU,Rowing,"Lightweight Double Sculls, Women",Gold,1.0,0.0,0.0,1.0,2000,Romania
2000 Summer Olympics,25,ROU,Shooting,"Rapid-Fire Pistol, 25 metres, Men",Bronze,0.0,0.0,1.0,1.0,2000,Romania
2000 Summer Olympics,25,ROU,Swimming,"100 metres Backstroke, Women",Gold,1.0,0.0,0.0,1.0,2000,Romania
2000 Summer Olympics,25,ROU,Swimming,"200 metres Backstroke, Women",Gold,1.0,0.0,0.0,1.0,2000,Romania
2000 Summer Olympics,25,ROU,Swimming,"200 metres Individual Medley, Women",Silver,0.0,1.0,0.0,1.0,2000,Romania
2000 Summer Olympics,25,ROU,Swimming,"400 metres Individual Medley, Women",Bronze,0.0,0.0,1.0,1.0,2000,Romania
2000 Summer Olympics,25,RSA,Athletics,"400 metres Hurdles, Men",Bronze,0.0,0.0,1.0,1.0,2000,South Africa
2000 Summer Olympics,25,RSA,Athletics,"Discus Throw, Men",Bronze,0.0,0.0,1.0,1.0,2000,South Africa
2000 Summer Olympics,25,RSA,Athletics,"High Jump, Women",Silver,0.0,1.0,0.0,1.0,2000,South Africa
2000 Summer Olympics,25,RSA,Swimming,"100 metres Breaststroke, Women",Bronze,0.0,0.0,1.0,1.0,2000,South Africa
2000 Summer Olympics,25,RSA,Swimming,"200 metres Breaststroke, Men",Silver,0.0,1.0,0.0,1.0,2000,South Africa
2000 Summer Olympics,25,RUS,Artistic Gymnastics,"Balance Beam, Women",Silver,0.0,1.0,0.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Artistic Gymnastics,"Balance Beam, Women",Bronze,0.0,0.0,1.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Artistic Gymnastics,"Floor Exercise, Men",Silver,0.0,1.0,0.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Artistic Gymnastics,"Floor Exercise, Women",Gold,1.0,0.0,0.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Artistic Gymnastics,"Floor Exercise, Women",Silver,0.0,1.0,0.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Artistic Gymnastics,"Horizontal Bar, Men",Gold,1.0,0.0,0.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Artistic Gymnastics,"Horse Vault, Men",Silver,0.0,1.0,0.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Artistic Gymnastics,"Horse Vault, Women",Gold,1.0,0.0,0.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Artistic Gymnastics,"Horse Vault, Women",Bronze,0.0,0.0,1.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Artistic Gymnastics,"Individual All-Around, Men",Gold,1.0,0.0,0.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Artistic Gymnastics,"Parallel Bars, Men",Bronze,0.0,0.0,1.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Artistic Gymnastics,"Pommelled Horse, Men",Bronze,0.0,0.0,1.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Artistic Gymnastics,"Team All-Around, Men",Bronze,0.0,0.0,1.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Artistic Gymnastics,"Team All-Around, Women",Silver,0.0,1.0,0.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Artistic Gymnastics,"Uneven Bars, Women",Gold,1.0,0.0,0.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Artistic Swimming,"Duet, Women",Gold,1.0,0.0,0.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Artistic Swimming,"Team, Women",Gold,1.0,0.0,0.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Athletics,"20 kilometres Race Walk, Men",Bronze,0.0,0.0,1.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Athletics,"4 × 400 metres Relay, Women",Bronze,0.0,0.0,1.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Athletics,"400 metres Hurdles, Women",Gold,1.0,0.0,0.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Athletics,"Hammer Throw, Women",Silver,0.0,1.0,0.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Athletics,"Heptathlon, Women",Silver,0.0,1.0,0.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Athletics,"High Jump, Men",Gold,1.0,0.0,0.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Athletics,"High Jump, Women",Gold,1.0,0.0,0.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Athletics,"Javelin Throw, Men",Bronze,0.0,0.0,1.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Athletics,"Long Jump, Women",Bronze,0.0,0.0,1.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Athletics,"Pole Vault, Men",Bronze,0.0,0.0,1.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Athletics,"Shot Put, Women",Silver,0.0,1.0,0.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Athletics,"Triple Jump, Men",Bronze,0.0,0.0,1.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Athletics,"Triple Jump, Women",Silver,0.0,1.0,0.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Boxing,"Bantamweight, Men",Silver,0.0,1.0,0.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Boxing,"Featherweight, Men",Bronze,0.0,0.0,1.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Boxing,"Heavyweight, Men",Silver,0.0,1.0,0.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Boxing,"Light-Heavyweight, Men",Gold,1.0,0.0,0.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Boxing,"Lightweight, Men",Bronze,0.0,0.0,1.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Boxing,"Middleweight, Men",Silver,0.0,1.0,0.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Boxing,"Welterweight, Men",Gold,1.0,0.0,0.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Canoe Sprint,"Canadian Singles, 500 metres, Men",Silver,0.0,1.0,0.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Cycling Road,"Individual Time Trial, Men",Gold,1.0,0.0,0.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Cycling Track,"Points Race, Men",Bronze,0.0,0.0,1.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Cycling Track,"Points Race, Women",Bronze,0.0,0.0,1.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Cycling Track,"Sprint, Women",Silver,0.0,1.0,0.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Diving,"Platform, Men",Bronze,0.0,0.0,1.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Diving,"Springboard, Men",Bronze,0.0,0.0,1.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Diving,"Synchronized Platform, Men",Gold,1.0,0.0,0.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Diving,"Synchronized Springboard, Men",Silver,0.0,1.0,0.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Diving,"Synchronized Springboard, Women",Gold,1.0,0.0,0.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Fencing,"Foil, Individual, Men",Bronze,0.0,0.0,1.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Fencing,"Sabre, Team, Men",Gold,1.0,0.0,0.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Fencing,"Épée, Individual, Men",Gold,1.0,0.0,0.0,1.0,2000,Russian Federation
2000 Summer Olympics,25,RUS,Fencing,"Épée, Team, Women",Gold,1.0,0.0,0.0,1.0,2000,Russian Federation
